,user_name,date,text,hashtags,source
0,Zigiran Tribe,2022-02-04 03:06:10,RT @FczAus: @RioPenaA @IskoMoreno That’s true .  #KayIskoPosible TAO MUNA #MayNanaloNa #IskoMasAngatKayLeni  #BoyAbundaInterviewsisko https…,"['KayIskoPosible', 'MayNanaloNa', 'IskoMasAngatKayLeni', 'BoyAbundaInterviewsisko']",Twitter for Android
1,Zigiran Tribe,2022-02-04 02:51:34,RT @IM4President: As long as it provides opportunity and business- isko Moreno domagoso BoyAbundaInterviews #boyabundainterviewsIsko #IM4P…,"['boyabundainterviewsIsko', 'IM4P']",Twitter for Android
2,Zigiran Tribe,2022-02-04 02:48:52,RT @FczAus: @JonDel86 @OysonMike @DodjieCusi @IskoMoreno @TWBAofficial “Trained actor” — you diminish his excellent skills because he becam…,,Twitter for Android
3,Zigiran Tribe,2022-02-04 02:48:49,RT @FczAus: @cessiesmile Thank you !!!  #KayIskoPosible TAO MUNA #MayNanaloNa #DestinyIsko2022 #IskoMasAngatKayLeni  #BoyAbundaInterviewsis…,"['KayIskoPosible', 'MayNanaloNa', 'DestinyIsko2022', 'IskoMasAngatKayLeni']",Twitter for Android
4,Zigiran Tribe,2022-02-04 02:48:22,"RT @lnnsls: sa financial aspect lalo na sa debt management and credit management, very well said and nasagot ni Mayor @IskoMoreno.  indeed,…",,Twitter for Android
5,Zigiran Tribe,2022-02-04 02:48:06,RT @IM4President: Only God can take it away not human being- isko Moreno domagoso #BoyAbundaInterviews #boyabundainterviewsIsko #IM4P #kayI…,"['BoyAbundaInterviews', 'boyabundainterviewsIsko', 'IM4P']",Twitter for Android
6,Zigiran Tribe,2022-02-04 02:46:40,"RT @ReFugoso: Fresh from his successful interview sa #JessicaSohoInterviews, Yorme @IskoMoreno has nailed it again, this time sa #BoyAbunda…",['JessicaSohoInterviews'],Twitter for Android
7,Teh,2022-02-02 02:08:21,RT @Shirtlifter27: The thing about this interview is that Sir Boy Abunda is listening well rather than asking more follow up questions beac…,,Twitter Web App
8,W H E N G,2022-02-01 06:03:21,"RT @lnnsls: sa financial aspect lalo na sa debt management and credit management, very well said and nasagot ni Mayor @IskoMoreno.  indeed,…",,Twitter for Android
9,W H E N G,2022-02-01 06:00:21,RT @isko_ako: IT IS POSIBLE TO BE PRO-PEOPLE with ISKO !!!! #KayIskoPosible #YesIsko #ISKOBesTAnswer #MayNanaloNa #BoyAbundaInterviewsisko,"['KayIskoPosible', 'YesIsko', 'ISKOBesTAnswer', 'MayNanaloNa', 'BoyAbundaInterviewsisko']",Twitter for Android
10,W H E N G,2022-02-01 05:58:43,"RT @ReFugoso: Fresh from his successful interview sa #JessicaSohoInterviews, Yorme @IskoMoreno has nailed it again, this time sa #BoyAbunda…",['JessicaSohoInterviews'],Twitter for Android
11,W H E N G,2022-02-01 05:56:51,RT @IM4President: As long as it provides opportunity and business- isko Moreno domagoso BoyAbundaInterviews #boyabundainterviewsIsko #IM4P…,"['boyabundainterviewsIsko', 'IM4P']",Twitter for Android
12,Rufina Naguit,2022-01-29 18:05:19,"RT @OysonMike: ISKO @IskoMoreno serious contender for the Presidency. Student of Lee Kuan Yew. Impressive. Thoughtful, decisive, leader, no…",,Twitter for iPhone
